Dataset Size,Bloom Memory Usage (KB),Bloom Insertion Time (s),Bloom Query Time (s),Bloom False Positive Rate,Cuckoo Memory Usage (KB),Cuckoo Insertion Time (s),Cuckoo Query Time (s),Cuckoo False Positive Rate,Vacuum Memory Usage (KB),Vacuum Insertion Time (s),Vacuum Query Time (s),Vacuum False Positive Rate
525,0.7197265625,0.0011241436004638672,0.0004410743713378906,0.007575757575757576,4.15625,0.09534287452697754,0.0005018711090087891,0.0,0.6220703125,0.0031321048736572266,0.00047898292541503906,0.10606060606060606
