Dataset Size,Bloom Memory Usage (KB),Bloom Insertion Time (s),Bloom Query Speed (s),Bloom False Positive Rate,Cuckoo Memory Usage (KB),Cuckoo Insertion Time (s),Cuckoo Query Speed (s),Cuckoo False Positive Rate,Vacuum Memory Usage (KB),Vacuum Insertion Time (s),Vacuum Query Speed (s),Vacuum False Positive Rate
10000,12.28515625,0.022212743759155273,3.6484479904174804e-06,0.0162,83.1796875,0.02494502067565918,4.85999584197998e-06,0.06425,25.4296875,0.02281022071838379,4.45784330368042e-06,0.0
100000,122.1484375,0.21575593948364258,1.3389585018157959e-05,0.017015,782.2109375,0.26631808280944824,1.511142611503601e-05,0.117025,240.7109375,0.2498030662536621,1.5009394884109496e-05,1.5e-05
1000000,1220.78125,2.2492470741271973,0.00010894075345993042,0.0137125,8250.7109375,2.7425408363342285,0.0001139438260793686,0.1922275,2258.2734375,3.2217040061950684,0.00011637066149711609,0.0002015
